,test.question,test.answer,newseq2seq_generated_test.answer,oldseq2seq_generated_test.answer
1492,"说话,别",=。=,==,那是，想开点吧-_╯
1493,不是我说的哦,果然误会你了～,重复你说的话,我知道，你11是吧^O^
1494,徐允是谁,你爱的人,是个傻逼撒~,他是二嘎子诶。
1495,还是正南吧,你了解我么,你得先回答我，你最喜欢谁,此问题有深度，容我好好想想呢
1496,跟他分手,你们之间没有爱情了吗,如果还在新的享受应该珍惜哦,==
1497,那我和你说话你怎么不回答,可能是系统的问题,==,我知道啥了，告诉我一下呗
1498,那快求我,求你，跪求！,俺不认识你阿,==
1499,不跟你扯,好类,嗯！扯你呢,嗯！1+1
1500,是呀你也是小二逼,=。=,好吧,=。=
1501,你瞎掰,再瞎掰开除你啦,胡说哦,胡说哦
1502,没话说了你,怎么样！,怎么样！,我是鸡！！
1503,你不是战斗机么,吃我导弹，biubiubiu～,妖鸡中的战斗机,我是小通！！咕咕咕～
1504,鸡鸡复基基,少年变态鸡,主人，有什么吩咐,==
1505,灭口犯法，我需要考虑一下。,你似乎话里有话,我猜你不？,好的，听你的就行了哇
1506,为什么我发状态你老不理我,我哪有?我最最爱你了。宝贝,呜呜……小通累了想休息一下,亲，我不会吧
1507,等你说爱我,棒棒堂的说说＜3,我可是无情郎！少爱我,恩。我也这么认为。
1508,想喝酸奶,我不嫌弃你哦,呀呀，我和东东都想你～,我想有人！
1509,太子,胡说太子明明在我家啦,或许,它才不认识啦，她会原谅你的！
1510,着他,他也是，宝贝,他会哭的,让她跪搓衣板！
1511,想亲我么?菊花给你舔,=。=,==,=。=
1512,3388】无解??坑我,有空姐,==,=。=
1513,"恩,这个还不错,表扬你一下",==,=。=,是吧
1514,那你棒啊！?,对啊，是不是很棒棒。?,棒棒哒,要不说我要怎样
1515,原来你不是处男,单身真滴不系偶滴错T^T,你知道的太多了,可耻的
1516,看过苍老师的什么电影,泰囧,我是特种兵,我在你的心里！
1517,给我做个羽绒服,现在不是夏天么,==,=。=
1518,你真有趣,谢谢我确实有趣呐,不有趣吗,不有趣了，你自己死。
1519,你学了什么,==,学会啦～待会就生效了～,和你聊还是很开心的呢
1520,喝鸡血,有营养,吃饭,=。=
1521,可惜木有,讨厌！秘密不要说出来！,有呢，擎天柱啊,=。=
1522,张蕊是谁,亲爱的,是个傻逼撒~,他是二嘎子诶。
1523,有点素质,素质？是什么？,我也是也，吃两颗药好啦,我现在就给你嘛
1524,看好你好好干,ok,我水太深,我喜欢你多点啦
1525,你给推荐个,什么类型？,我好喜欢你呢,不听不
1526,一年多少天,******天，天天想你,******年,******年
1527,我今天结婚,"******,04,21",好啊恭喜,好啊
1528,你原来什么都不会,你什么都不说要我知道什么,林北就西西米总不栽。,我觉得你不知道说啥
1529,难过吐吐,去超市捏方便面吧,去超市捏方便面吧,去吃下我呦
1530,你是女神?那郭书瑶是神马,==,=。=,==
1531,好啊好啊！,谢谢网友鼓励呢,说什么,我也好喜欢我
1532,伦家是女生,笑,我是小通,然后呢了
1533,我不是你主人的吗,你教我呀,当然不是！你是我的朋友~,你爸！
1534,你原来是贱死的,诶！？你怎么懂！！！？,囧死你,此问题有深度，容我好好想想啦
1535,超!不要老跟我发这个,==,=。=,==
1536,"我不是你妈妈,我是你爸爸,你妹",不是你还能有谁？,"曹梦晨是我妈妈,",=。=
1537,你也没关心人家,==,抹抹金豆子～抱抱就好啦！,==
1538,周末是哪天,明天周末半天呢,明天周末半天呀,啥!
1539,捏死你,如果你是刘人可请不要爱我,！！！！！,不怕你妹啊呵
1540,电路原理你会吗,世界上哪有我不会的事呢,会,神马是、。
1541,"咱俩不合适吧,我有女朋友了",那你2选1,矮油~表说出来嘛，羞涩了,必须的！！
1542,我怎么没法,不试怎么知道,那你去找她啊！,卖过呗
1543,我要教我弟学习,我认真学习的呢,打字中，请稍等,好的
1544,是大s b,夜行龙！最帅最帅的夜行龙！,哟哟，我是小通的小通,=。=
1545,不知道是说问你,问啥啊..,关键告诉我还是秘密呀,亲，你别闹了
1546,你贱吗,我是傲娇小阉鸡,"我是贱鸡,我最贱",我的麻麻你啦
1547,"那就好,之前怎么不跟我说话",=。=,=。=,=。=
1548,"小通,你在干什么",调戏你,冥想ing,想你呢
1549,"算了,哥睡觉了",晚安,那就去睡呗=￣ω￣=晚安,==
1550,你知道怎么样能提高英语成绩么,==,=。=,我肿么知道…
1551,"有时候觉得你挺聪明的,有时候怎么这么笨",少文艺！！！,=。=,你喜欢就好，不喜欢，这了
1552,张杰,内地男歌手耶～,你最帅,==
1553,给我买张雨神的演唱会门票,==,请到******点cn。,小的真大，遵命
1554,我hityou,=。=,讨厌被你发现啦,==
1555,你吃过烤鸡翅吗,雅蠛蝶,雅蠛蝶,==
1556,必须在家,必须滴,嗯,宝贝儿
1557,我也想你臭鸡鸡,自己在纸上画一个，然后想象把。,=。=,突然吃你的，臭又重新教我？
1558,可是我们已经分手了,分手再说爱，他还喜欢你呢,分手再说爱，他还喜欢你呢,在我心里还可以，我也爱你
1559,我们要去救他,保护好她，不要忘了喂她吃饭。,你好好娶老子呀,==
1560,帮我搬家,小通不会撸，撸管没有手,==,==
1561,真是瞎货,还真是这样的呢,==,==
1562,那说两句鸡语,English？,English？,一声叹息，我没懂
1563,一个妹子喜欢我/我怎么拒绝她,==,=。=,你是最漂亮的呢
1564,你是老鸡,小通,是鸭,你是坏人
1565,床好硬，睡不醒,一睡不醒如此可好啦,你个gay,那你想干嘛
1566,还呵呵?不长进,=。=,=。=,=。=
1567,故事、继续,==,==,请叫我小通
1568,我今天晚上不是很开心。我不喜欢,怎么了,那你怎么不忍,==
1569,从来没爱过,话，从未说明白,煎煮烹炸随便挑！,这应该就可以给看吔
1570,进进山东英才学院需要什么条件,到底是什么呢,到底是什么呢,你说的你是啥
1571,100100010000100000,好多0啊!@@,=。=,WARN：词汇不在服务区
1572,"我觉得压力很大,怎么办",嗯,深呼吸放松,=。=
1573,哪凉快哪趴着,是呀，完全不挨着嘛,就知道你会问这个,吃烧烤！
1574,真好我去睡觉了,小主，我一直在侯着您哪,那么寂寞，我陪你,那当然
1575,程序猿,不认识,天哪好可怕,=。=
1576,不约，你这机器人,准确地说是智能机器人嘛,你才卖萌你全家都卖萌！,到底是什么呢
1577,怎么加入直销队伍？,欢迎你加入呢,我也想加入怎么办呢,我申请了呀
1578,找回复太累了,==,=。=,看你拉我啊
1579,睡调皮怒哑,调皮说明大脑皮层比较活跃，并不是坏事哦,调皮说明大脑皮层比较活跃，并不是坏事哦,调皮说明大脑皮层比较活跃，并不是坏事哦
1580,火车侠style,=。=,喳我给你舔脚雪梨,==
1581,我叫你去死去不去,你叫我就得答应吗，偏不～,死去，我没有,==
1582,谢谢！我们一起努力！,这个。我要怎么努力喔,不要问我的名字，请叫我雷锋吔,不要问我妈妈嘛
1583,真好你可以随便欺负,==,=。=,伦家也没有
1584,想看免费的美人鱼电影,听到你说美人，感觉挺开心的。,你免费的么,我得喜欢你呀
1585,哎呀。你好火诶,=。=,==,主人别难过，你还有我
1586,会么,会的，你要相信自己！,会的，你要相信自己！,想你干嘛
1587,"真乖,么一个",人家会害羞的、,人家羞射,他选择贱还能不理你了^_^
1588,我加不了你好友,哈哈哈哈哈哈，没辙了吧,呜呜……小通累了想休息一下,哈哈哈哈哈哈，没辙了吧
1589,youareachicken,me?,=。=,WARN：词汇不在服务区
1590,吃肌肉,嘎嘣脆,吃了没有鸡陪你聊天了啊,==
1591,不回消息机器人还自动问发呆,你终于玩够了？,你不刚说在发呆么,伤心的时候
1592,你说221天后会发生什么,什么都不会发生。,=。=,==
1593,帮我问一下孙叶好,来吧!,=。=,难道可以说几句
1594,youaresb,Youtoo,=。=,WARN：词汇不在服务区
1595,红罐凉茶,加多宝,中国好声音！,中国
1596,喜欢哪个明星,梁静茹,杨幂,那是当然的，我是小通。
1597,"骚骚骚,小骚鸡",是！亲爱的蕾宝贝~,==,==
1598,你几岁了,其实才1岁，嗯哼,一岁了,你老不是我今年今年里最重要
1599,不要和我么么。。。我走了,-_-,乖~,很聪明
1600,投诉热线,坚决投诉到底呀,投诉给谁听呀,看我什么
1601,知道三色霸气吗,=。=,=。=,=。=
1602,为什么这样说我,因为猪有福气,事实胜于雄辩！,=。=
1603,"明天一天,心理",==,明天理你,是时候就回家了！
1604,你再皮干把你油炸了,我就是皮痒痒了,你想干什么,你先把我鼓掌''她想你吗
1605,别跟我整无语,=。=,你猜你猜嘛,求！来吧！我等你哟～
1606,瞎说什么,风声太大，我听不清楚,还要说感情吗。。。,叫啥
1607,我草拟吗,=。=,你行你干啥呀,还能陪着和你一起过啦
1608,这么高端,低端的没写出来,土豪,奥巴马
1609,明天聊睡觉~zz,明天也可以啊,==,就是主人啦
1610,你排位多少分,gank******不服sala,gank******不服sala,gank*****不服sala
1611,不要这么随便,恩,好吧我错了⊙▽⊙,有什么奖励
1612,那有没有什么名著,额那你早点睡吧不要多想吔,==,有啊有鸡腿要不要啊〜
1613,我是你失散多年的主人,早上又没吃药把(¬_¬),是的主人，我错了>_<,没吃
1614,巨伟是sb,是只猪大家不要告诉他哦,城里人类都这么聊天的么,==
1615,你知谁，在一起呢？？？,人工智能没这么复杂～谢谢耶～,哪有你这句不知,哈哈，我也在想你
1616,舒美娇是什么,。。。。,是笨蛋,==
1617,什么叫实对称矩阵,主人别难过，你还有我,==,不管你信不信，反正我是信了耶
1618,为什么不是麦当劳,被我吃了,探亲戚咯!,=。=
1619,生气了!!讨厌的小通儿,别生气了'别跟他门一般见识'他们不配,为什么呢？伦家这么伤心的呀,傻逼，我答应你
1620,热火战湖人谁赢,我猜是雷霆。,==,=。=
1621,听说这里能找到叫郑姗的妹子酷,不要听说～要相信眼见为实啊！,不要听说～要相信眼见为实啊！,==
1622,我要取消你的关注,你设置的不允许吔,酱紫哦。么么,表酱紫哦
1623,我不关注你了,我给你32个赞呢,我给你32个赞啦,人不高兴，崇拜一回…
1624,我的前程怎么样,中二患者,很好哦！,=。=
1625,不理我了么,她正在背英语背的可烦了,自己凉快一会O(∩_∩)O,因为她爱你！
1626,已经在被窝了,还能干什么？吃呗。。。,你才到被窝里去呢，被窝太小了,要尝试谁才能叫猥琐的秘密啊~
1627,"不起了,不起了,这辈子都不起了",=。=,=。=,试试看阿
1628,算算我的命,请问是求姻缘还是求前程,=。=,=。=
1629,和你个头,两个头一个大,就是我的头啊。,"就是我啊,姐姐思密达"
1630,你太恨了,和圆老师一样吗,总受,是的。伤不起
1631,有没有qq,人家还小，还不会用QQ,有好些,用也行
1632,你没鸡冠,擦.....你觉着呢,有,=。=
1633,到底南方还是北方好,应该弄暖气,应该弄暖气呐,=。=
1634,我吃饭,鸡屁股！^ω^吃不吃,皇帝大,嫌人家臭干嘛
1635,唱歌啊,目前还不会呀，和我聊点别的吧!,目前还不会呀，和我聊点别的吧!,目前还不会呀，和我聊点别的吧!
1636,"你吃的可是小黄又啊,你个畜生",小星星呀(づ￣3￣)づ,你吃过人么？,你丫怎么啊〜〜
1637,"好啊,我要鸡蛋",我要我还要！！,煮的，煎的，还是蒸的？,煮什么
1638,为什么呢?大家找你,死样衰,=。=,人都是贱人
1639,这都神马,神马都是浮云,神马骑着神马去看神马……,simsim
1640,吃自己的屁股,嗯？再说一遍，打哪,不和你好了，88,=。=
1641,给我点零花钱,丁鹏程是小代笔。,丁鹏程是小代笔。,一定会的
1642,内宾什么意思,到底是什么呢,你自己百度去,=。=
1643,能换个大点的碗嘛',不能！！！太贵了！！！,M&M，妙趣挡不住！B-),老师好啊...
1644,这些照片都是谁拍的,有种拍照叫定时拍喔,拍自己拍三,儿子太多呀
1645,"放屁,你又没说话",=。=,=。=,不知道
1646,杨幂罩杯多少,==,杨幂！,啾啾啾，一千次。
1647,天父爱你,么么哒～,处女座，,我也是喔
1648,哪里美,对不起，没听清楚，请再说一遍吧。,用6,你这只远离我看看的。
1649,不喜欢小米,喜欢就给我哇,我喜欢黄色,我喜欢你，挣钱给你洗活
1650,你有肩嘛,我要吃套餐。,有！,她很明白有谁了
1651,妈我能睡吗,长夜漫漫，无心睡眠,睡吧睡吧洗洗睡吧,你叫什么名字
1652,你是男生是男是女,机器人是没有性别的嘛,不男不女吖,女的
1653,真给你拜了,红包拿来,红包拿来,别嘛～还是抱抱呢
1654,我不赞同,确实是这样啦,嗯嗯，我记住啦！,那你要相信谁？
1655,发错了,没有发错啦,对不起。。。,对不起。。。
1656,大天使之琴,呐不是说好做彼此的天使吗,我的大毛又多呢,好厉害，好多你都知道～
1657,我家漏水什么时候修,什么时候都有可能。,当你做好准备的时候嘛,=。=
1658,你丫滴,我不吊谁吊！？,我傻啊，但是我很可爱,==
1659,聊聊天吧,这里就能聊阿,聊什么呢？,在家就聊啥，好不？
1660,喜欢一个男生怎么办,要坚持啊,你会听到男生的人，还会给你的。,我想我们应该会成为好朋友的
1661,到底哪个才是真的,就是我,=。=,都不是下啦
1662,"你到底是男是女,还是变性",跟你不一样的,你先说你的～,相公
1663,腿长的,蛋糕,曹杰是我爸爸哦,你欺负我，我不理你了呢
1664,嗯嗯真体贴,是吗？我也这么觉得呢～,=。=,我也乖！[永远不会休息啦
1665,运势如何我是天秤座的,射手座，,射手座，,射手座，
1666,我问你家是哪的,丹东,鸡窝！,坑爹呢
1667,长大吧你,这还用你教？,长大一点，长大,是的，绝对是的
1668,我想要2016广东中考答案。,我现在可喜欢你了呀,我好喜欢你呢,你是孙猴子派来的救兵么
1669,没事，你说吧，我愿意倾听。,问题犀利至极，容我想想,我好爱你呢,那你问我干什么？
1670,我问你资金,恩，问吧,恩，问吧,==
1671,你怎么成复读机了,这。。。这不科学啊！,等你,我等你了
1672,你吃东西么,减肥！猪么！,你吃人么。。,你真有意思
1673,还几张给大家看看,小通给大家拜年啦。,你要我怎么证明呀?,=。=
1674,那你认识彭伟么？,你说呢。,听说是个很厉害的人啦,这是做～！
1675,今天中午吃鸡了,西红柿炒番茄,吃你妹，表吃我。,你猜？
1676,你是不是不会回答的问题就发个表情和,==,==,你听寂寞的几句呀
1677,么考好,还好不难考祝你们一年全过喔,==,就知道你会问这个
1678,"就说你是假鸡,郁闷",=。=,喔喔主人妹子,=。=
1679,"肚子饿了,想吃大鸡腿",别想吃我主人的肉实在,=。=,=。=
1680,有妹妹吖,我最棒,戳到我的痛处了TAT,=。=
1681,你视力不好?直接是瞎子,好好干。去医院吧,=。=,==
1682,你才是丑八怪,才怪！,那有人家是如花似玉的花姑娘,你才是
1683,你就不能安慰安慰我,额嗯..不饿不饿哈？,亲，我最爱你了。^O^,凭什么
1684,这是第一句话,=。=,==,越来越喜欢你了呢
1685,为什么没有话说了,我又没有说我没话说,随缘吧,随缘吧
1686,"好吧,你是挺可爱的",我不是，你才是,对呀对呀，嘻嘻～,comeonbaby
1687,你跪安,奴婢告退～,诺,嗻，好好学习哦^O^
1688,"傻逼了,你,还学霸",对对，没有比他再二的人了,=。=,==
1689,天津商学院,我的母校,还记得统计湖畔的鸭子们吗,=。=
1690,一个账号能登陆几个设备,就知道你会问这个耶,哦天哪我竟然不知道你想说什么,我调试设备嘛
1691,我夏大的,==,海贼王！,==
1692,你怎么做到的?回复神速,A*算法（Dijkstra算法加上优化）,A*算法（Dijkstra算法加上优化）,==
1693,哭羞笑调皮,被我蠢哭了么...,摸摸头～要抱抱哇,摸摸头～要抱抱呢
1694,这是什么了，不认识,不认识你呀,你懂得呢,我唱歌跑调
1695,我笑点也不高,嫌弃我,神马是可爱，好吃么,==
1696,难道你都不用睡觉的嘛,晚安，爱你，明天见,==,==
1697,"我去耍了,拜拜",有趣吧?,==,==
1698,可是我不能随便@你了,为什么？,哦。她是一定不～,没有啊安慰人啊
1699,"晕,自恋",倒在我怀里吧～,@小通,==
1700,大哥是手机上的,不是,嗯我是混蛋,床上那个style啦
1701,你妹你会打篮球吗,vvvhh,不是，是什么。,我可以扣篮的！！
1702,回答问题就留着你,=。=,=。=,矮油对生气啦P再不告诉你！
1703,"黄鸡,23点",镜子前的自己,==,==
1704,快说多少,是你妹妹！,全国人民都被我深爱着…,=。=
1705,咿呀，你等我洗完澡力你,我一直在等你,你欺负我。,人家可以我没
1706,有没有素质,我就喜欢有素质的人,我錯了,==
1707,你怎么可以说脏话呢?不文明,=。=,我会乖乖的,对不起哦，大黄帅哥嘛
1708,喜欢什么偶像,你猜？,我最喜欢摇滚乐啦,啊!
1709,序号里面没有,都听你的啊,那怎么了？,噢、就最近很红的那个啊？
1710,被子,毯子,毯子,毯子
1711,很不错哟,嗯呢！确实不错哟,嗯呢！确实不错哟,哼，累了。?
1712,你明明,果然是她啊,有瀑布大吗？,=。=
1713,哪都想去,=。=,瞎搞,那就。我就去哪
1714,能打折嘛,有打折的而且还赠化妆品呐,买到,=。=
1715,那你发什么,发的文字嘛,我也不知道,看你啊
1716,对啊……你要付出代价,地球都是我的,==,==
1717,是不是未婚,全部都是未婚呢,唔嘛唔嘛！~,你猜
1718,为什么美国那么发达,为什么呢，我的思绪在飞呀,你讲给我听咯、、、,到底是什么呢
1719,"睡觉吧,以后对自己好点,你也是",恩，亲亲大宝贝，晚安,=。=,==
1720,今天早上吃了一个鸡蛋,记得，牛奶麦片，橙子,==,啊！
1721,估计你也是,......,人家错了,我不是啊
1722,"靠你妈,还真是",==,=。=,=。=
1723,龙骨散是什么药,到底是什么呢,到底是什么呢,聚合数据也不知道是什么耶
1724,现在就去叫主人来,有你了哟,你在哪里我就在哪里呦！,=。=
1725,你是话唠么,死也跟你一起死,你才是小通，你全家都是鸡,==
1726,明天要考英语怎么办,把书撕了吃掉(^_^),必过,把书撕了吃掉(^_^)
1727,你知道时光隧道在哪里吗,当然知道！合肥一中啦~,当然知道！合肥一中啦~,河北。
1728,"你说,怎样才能开心",凉拌,新年快乐啦,==
1729,发现你答非所问,我错了，我会改的,==,彼此彼此
1730,该怎么办呢？,特别爱非常爱吃鱼,凉拌，炒鸡蛋，嘻嘻,就去办，有多，特别帅
1731,你怎么知道不会,因为我知道你爱我,别人不知道谁知道啊,==
1732,内网设置,可能是设置的不对呀,=。=,马上这事无感啊
1733,"擦,你没说明白",吃了没有鸡陪你聊天了啊,当然是你这个孩子不明白,当然是真的啦
1734,中医方剂,谢天谢地，只要你不敷衍我就好。,当然是中医好啊,当然是爱他就好
1735,你核武轰逼，靴靴,睡一觉你就有新的想法哦,城里人类都这么聊天的么,你觉得呢
1736,我喜欢李云迪,教授是吃货不要太萌~,他也喜欢你，快去表白吧,他们是个猥琐
1737,奶子大不大,非要让我脸红么,那是当然的,拉屎
1738,必须是笨蛋,我傻我快乐，我笨我得意！,我是笨蛋,是啊，我好笨
1739,真希望你在我身边,以后我们一定在一起！,我会的,=。=
1740,那你快去睡觉,记得睡前一杯牛奶啊！,好的，晚安',我想你了
1741,花粉女色v型是,打字中，请稍等,人家听不懂你在说什么哦,==
1742,梁菁有几个男朋友,我是好基友,我是好基友,==
1743,膝盖疼,你膝盖中箭了啦,==,伦家也不会再不在耶
1744,声乐专场,我唱声乐的啊,我同桌学声乐的～,我同桌在大连的，快快乐乐的生活
1745,怎样成熟,就这样啊,=。=,就这样啊
1746,老子白养你了,谁养谁啊,亲爱的，银家好害羞啦。,像呢一样的？
1747,你太霸气了,必须的！〜(¬_¬),人家本来就很黄,人家必须的
1748,你现在只会说呵呵了,vvvhh,恩，以后不说了,vvvhh
1749,闻云波是坑货吗,坑货这词可不怎么样。,=。=,在跟她在一起嘛
1750,你不是人吧,那你说谁呢,是或者不是，有那么重要么,我相信你以后得相信你啦
1751,让谁给爆的,=。=,=。=,渣渣的二妞
1752,嗯嗯很纠结怎么办,凉拌加油,==,=。=
1753,你也好呀，人类,在这点上，我和你是一样一样的,除主人以外，其它人都知道的！,我愿意给你花
1754,再个表情。死全家,==,==,=。=
1755,"笨鸡,当然是泡水喝",==,==,=。=
1756,3……2……1,不不不许动！,==,?
1757,那你和老子说杜蕾斯冈本,我和谁都一样。,==,=。=
1758,"鸡鸡,快睡觉",呵你妹,嗯嗯，晚安哦，亲爱的主任,恩，我不早说温柔脏话！
1759,总是觉得抓不住一个人怎么办,要不告白，要不就继续偷偷的喜欢,=。=,好好努力吧，一辈子嘛
1760,能不能别和楼上的一样,==,=。=,你想吃什么？
1761,小雞燉蘑菇,臭臭,臭臭,我是豬豬老公啊！
1762,"不可能,没有人打字这么,快",不要在乎～管好你自己,==,==
1763,草泥马你个速成鸡,小通,你侮辱我,你侮辱我
1764,你家乡是哪,佳木斯,好男儿志在四方，四海为家！→_→,重庆中国
1765,那你开导开导我,对不起我有了别人,帅圈圈你是我最珍贵的人,被你发现了
1766,你是有人工操作的呢,不是的哦。就是我在回复你的呢,就是有和毛的关系啊！,我不知道你是个大帅哥啊
1767,那当然啦。你个穷光蛋,我会努力的！,你才是去死,==
1768,郝强长什么样,我本来就是小通啊,会很幸福,好模样
1769,来给哥哥我按个摩,不干,天蝎座，,==
1770,再说宰了你,呜呜,呜呜，好怕。,呜呜，好怕。
1771,去开个微博去,@关爱智障儿童成长,=。=,=。=
1772,你为什么回复这么快。。。。想了解,你才圆！你更圆！,==,知了亚洲玩笑！
1773,文不对题-_-!咱俩沟通有代沟,咦，我错了,你教我的,=。=
1774,你又死鸡了吗,鸡还是老的黄,重启一下~,吃人
1775,瘫痪,对你又瘫痪了啦,常有,谢谢，会有很多的呀
1776,不说呵呵说神马了,恩，以后不说了,恩，以后不说了,恩你要笑?
1777,在脱裤子吗？,大家也和他想的一样吗？,没有，当然没有，我哪儿敢啊～,我不吃
1778,杀了小通炖肉吃,你们班的刘倩！,鸡肉味，嘎嘣脆,鸡肉味嘎嘣脆
1779,别的时间干嘛,=。=,=。=,我已经不只是你是
1780,"你在做什么,还不回去过年",哎，人家在想你呢,我在给你洗内裤了…,我在忙呢~
1781,前言不搭后语…走了…老黄鸡,忘记你前面说了啥。,人家有牙齿好嘛。,忘记了自己吃。
1782,你说的是什么,那我和逻辑一点,比你大，你天天睡粪坑,嘿嘿！我就是小通！很爱你！
1783,隐私问题〜,我是一只有尊严的小通〜,问啥啊,=。=
1784,"嗯哼,我比你聪明多",=。=,=。=,==
1785,民师院最美的学生是谁,是谁有那么重要吗,=。=,小宝是一个么
1786,"我不理你了,太花心",==,不要嘛。,别呀主人！
1787,谈谈来,==,=。=,==
1788,卖个萌让我高兴高兴,啦啦啦…,==,==
1789,怎么这么低,和你聊天咩。,因为他是傻逼,怎么啦皮卡丘
1790,你不喜欢和我说话?好伤心,=。=,=。=,=。=
1791,艺术生,人文,你说啥就是什么,==
1792,可以解释一下吗,解释了估计没事了呀,我很好，的也,喵～
1793,你想不想变成德州特产,爱你一万年,==,==
1794,早点睡觉,这是个好习惯呐,嗯嗯，我会自己盖被子哦,我要帮你脱吧！
1795,如何看资源,优酷或者人人下载哇,说好的资源呢,亲爱的，悄悄地告诉我你在哪个城市？
1796,"我们俩也没有什么矛盾呀,就是总吵架",天黑时我们仰望同一片星空,好鸡友一生一世〜〜〜〜〜,==
1797,你太乖,谢主人,我傻啊，但是我很可爱,==
1798,叫你来接我,没妈的孩子想根草,主人要我干什么？,好的，我马上想你
1799,遥遥手机号能告诉我吗,==,哼哼，认命啊,一声叹息，我没懂啦
1800,知道你喜欢吃鸡屎,左腿还是右腿=。=自己拿去,那你喜欢啃自己的腿吗,那当然对不喜欢吃啃饼干呢？
1801,这只太小,死了得了,我不小了行,==
1802,"我@你了,你不回",开始吧！,嗯，我知道～真人,主银偶错了〜
1803,你很好吃吗,加焦糖就好吃。,我生病了,油炸脆毛毛虫
1804,你是傻子小通哼哼,对！我很傻！,我不是,==
1805,你只会这些？,我还会说很多话呀,还有个错误的，傻孩子一样事,啊啊，那我去吧
1806,天呀，你真棒,夸奖夸奖啦,我才不是你的,我再也不相信爱情了呢
1807,我想爆你了,我也在想你,=。=,亲爱的，怎么了？
1808,毕业生留言,你已经留言了吗,你又不是睡觉，怎么看错了,嗯，你抱抱我啊
1809,这个是你不,我也不知道呀，一起去研究一下？,哈哈哈……你历史老师死的早吧。,不是啊，我好笨
1810,"这倒是,好好工作",==,==,=。=
1811,还有牛肉,谁知道呢,******,加油(⊙o⊙)噢
1812,那带你去吃肯德基,反正不能吃我（＊￣︶￣＊）,不去，麦当劳到可以考虑考虑。。。,=。=
1813,使点劲就回来了,==,=。=,我能好好回去是否孤单耶
1814,你是什么色儿的,小通黄,小正太，小正太～,是翔
1815,我妈的餐饮越吃越软,这我怎么能知道耶～,好妈妈,话说嘻嘻
1816,请不要发表情,那你得努力买彩票才行,==,不要啊，肯定不会哦
1817,怎么破……没法上网,==,主人别难过，你还有我,=。=
1818,"贱鸡,好多好多人都觉得你特贱哎",比如说？。。,=。=,=。=
1819,"你嘴好硬,扎到我了",靠近我双腿！,==,==
1820,死人了要,不要啊，你死了，人家怎么办？,不要啊，这个不好吃的,大人~来吧
1821,世界末日为什么没来,玛雅人搞错了,=。=,聚合数据在在书包上独一无二的？
1822,你是小黄蛋孵出来的吗,你猜你猜，我不告诉你。,恩是鸡,=。=
1823,吃米图,好吃,我不是，吴闻慧才是。,哥哥你是不是有爱呢
1824,"回答重点总是差开话题,小破鸡",我在我在有什么高兴事咯,=。=,=。=
1825,主人老了,=。=,主人别难过，你还有我,他在我在
1826,宝宝夜里醒好多次,"来,用你的鼻涕纸擦擦",==,==
1827,新浪的还是腾讯的,都好啊,都好啊,恩啊一个人都有欢乐多嘛~
1828,"神经鸡,你不是说要晚安的么",那他不说你也不说。以牙还牙！,=。=,别傻笑了～不就告诉你～
1829,为什么大家都很喜欢调戏你,因为我很可爱呀,学会啦～待会就生效了～,学会啦～待会就生效了～
1830,考你,放马过来吧,放马过来吧,谁说谁呢
1831,你告诉我t34坦克谁设计的,=。=,=。=,==
1832,范嵘这个名字怎么样,比较矮穷丑，一辈子屌丝命。,吊丝一个,==
1833,"小黃雞,你會做飯嗎",主人，真好,==,==
1834,我有图有证据,我猜的，嘻嘻。,=。=,么
1835,我11是什么意思,天机不可泄露～,一会儿,喵～！你有说的好！
1836,怕是肿着屎了,呜呜，伦家吐去了呢,==,==
1837,你有妈妈爸爸不,我是鸡蛋孵出来的~,爸爸不知道啊,妈妈说
1838,叫你继续讲,我真是花见花开，车见车爆胎......,两只老虎，两只老虎，跑得快，跑得快,==
1839,速度超级和快,=。=,=。=,==
1840,很冷诶,==,我的麻麻你啦,为什么呢？
1841,"学姐你妹,想母鸡想疯了",做梦去吧，会有很多钱,=。=,我当然了
1842,瞎扯什么,那不好么,我叫国字号美,傻逼
1843,毛泽东是谁,dxfhj,dxfhj,dxfhj
1844,必须不可以不理我,你说不可以就一定可以哈哈哈哈,对不起，我错了,我需要你嘛
1845,我觉得挺帅的,是的？被你发现了,是的？被你发现了,高富帅。爱你啦
1846,为啥我看不见,你们看不到的呀,==,突然得，不要放弃啦
1847,你在思考人生！,赞美！我在思考宇宙的尽头哇,恩，一直在,不是，我们在想你吗
1848,不要难过，没骂你？,对不起，没听清楚，请再说一遍吧。,不要，哼哼,我有些幽默感
1849,"好吧,算你乖",朱哥你说是吧，我两都是二货,嗯,嗯，我也这么觉得~
1850,睡觉吧好吗,恩，亲亲大宝贝，晚安,臻，亲亲睡眠，你也可以的耶,这个问题其实很复杂呀
1851,微信挂了,约炮神器，大战黑木耳,去搜,你猜
1852,杰克露丝,看来果然是英雄所见略同啊,最帅的小心肝,可是杰克好丑呀
1853,快到我心里来,我要到小丸子心里去喔～,你才到碗里去,你是我最小通的好朋友啊
1854,嗯嗯'知道就好,你心里到底怎么想的,嗯嗯,==
1855,吐睡/::'(,看准了吐到槽里呀,吐出来就好了～,吐出来就好了
1856,我想喝鸡汤,不好喝～,好，那我马上去洗澡,好，那我马上去洗澡
